Time,Frequency reference,Output frequency,Output current,Output voltage,Output power,DC bus voltage,Output frequency after soft-start,Fault output,During Run,Power Supply Voltage,Power Supply Frequency,Electric Power (kWh),Cooling fin temperature,Peak Voltage Output Frequency,Motor q-Axis Current during Fault,Fin Temperature,Casing temperature,Power loss,Temperature,
 11:21:37.248,50,50,6.49,380.8,0.3,577,50,0,1,399,50,240,34,20,-17.4,46,55.6,0.2805,55.642075,3755.124628
 11:21:38.585,50,50,6.43,380.8,-0.1,578,50,0,1,399,49.9,240,34,20,-17.4,46,55.6,-0.0935,55.585975,3770.858586
 11:21:39.638,50,50,6.71,380.9,-0.3,579,50,0,1,399,49.9,240,34,20,-17.4,46,55.6,-0.2805,55.557925,3778.75027
 11:21:40.698,50,50,6.83,380.9,-0.3,580,50,0,1,399,49.9,240,34,20,-17.4,46,55.6,-0.2805,55.557925,3778.75027
 11:21:41.750,50,50,7.04,380.9,0.6,582,50,0,1,399,49.9,240,34,20,-17.4,46,55.6,0.561,55.68415,3743.367257
 11:21:42.816,50,50,7.2,380.9,0.1,582,50,0,1,400,50,240,34,20,-17.4,46,55.6,0.0935,55.614025,3762.983384
 11:21:43.877,50,50,7.12,380.9,-0.2,582,50,0,1,399,49.9,240,34,20,-17.4,46,55.6,-0.187,55.57195,3774.802366
 11:21:44.944,50,50,6.91,380.9,-0.1,580,50,0,1,399,49.9,240,34,20,-17.4,46,55.6,-0.0935,55.585975,3770.858586
 11:21:46.005,50,50,6.74,380.9,0,580,50,0,1,400,50,240,34,20,-17.4,46,55.6,0,55.6,3766.918927
 11:21:47.066,50,50,6.68,380.9,0.6,577,50,0,1,399,49.9,240,34,20,-17.4,46,55.5,0.561,55.58415,3771.371536
 11:21:48.128,50,50,6.56,380.8,0.8,577,50,0,1,399,49.9,240,34,20,-17.4,46,55.5,0.748,55.6122,3763.495263
 11:21:49.193,50,50,6.59,380.8,0.5,578,50,0,1,399,50,240,34,20,-17.4,46,55.6,0.4675,55.670125,3747.282285
 11:21:50.253,50,50,6.61,380.8,0.4,580,50,0,1,399,50,240,34,20,-17.4,46,55.6,0.374,55.6561,3751.201407
 11:21:51.317,20,47.61,6.61,362.1,0.7,619,47.41,0,1,399,49.9,240,34,20,-17.4,46,55.6,0.6545,55.698175,3739.45632
 11:21:52.381,20,42.29,7.38,322.4,-0.7,609,42.09,0,1,399,50,240,34,20,-17.4,46,55.6,-0.6545,55.501825,3794.58322
 11:21:53.447,20,36.96,7.77,282,-0.2,611,36.76,0,1,400,50,240,34,20,-17.4,46,55.6,-0.187,55.57195,3774.802366
 11:21:54.513,20,31.63,8.06,241.6,0.3,605,31.43,0,1,400,50,240,34,20,-17.4,46,55.6,0.2805,55.642075,3755.124628
 11:21:55.581,20,26.29,8.6,204.8,1,600,26.09,0,1,400,49.9,240,34,20,-17.4,46,55.6,0.935,55.74025,3727.748007
 11:21:56.647,20,20.96,8.44,163.1,0.6,611,20.76,0,1,400,49.9,240,34,20,-17.4,46,55.4,0.561,55.48415,3799.585317
 11:21:57.713,20,20,9.86,155.7,0,589,20,0,1,400,50,240,34,20,-17.4,46,55.4,0,55.4,3823.490686
 11:21:58.782,20,20,9.21,161.4,0,591,20,0,1,400,49.9,240,34,20,-17.4,46,55.4,0,55.4,3823.490686
 11:21:59.849,20,20,10.29,156.5,1.9,585,20,0,1,400,50,240,34,20,-17.4,46,55.5,1.7765,55.766475,3720.468865
 11:22:00.922,20,20,10.71,157.7,-0.6,590,20,0,1,399,50,240,34,20,-17.4,46,55.5,-0.561,55.41585,3818.976543
 11:22:02.804,20,20,8.89,151.1,-0.4,590,20,0,1,399,49.9,240,34,20,-17.4,46,55.5,-0.374,55.4439,3811.000849
 11:22:03.878,20,20,9.24,154.2,-0.6,592,20,0,1,400,50,240,34,20,-17.4,46,55.5,-0.561,55.41585,3818.976543
 11:22:05.731,20,20,10.98,162.9,0.7,591,20,0,1,399,49.9,240,34,20,-17.4,46,55.5,0.6545,55.598175,3767.431341
 11:22:06.809,20,20,9.47,153.7,-0.3,590,20,0,1,399,49.9,240,34,20,-17.4,46,55.4,-0.2805,55.357925,3835.499713
 11:22:07.877,20,20,8.91,154.2,-0.6,591,20,0,1,400,50,240,34,20,-17.4,46,55.4,-0.561,55.31585,3847.546458
 11:22:08.953,20,20,10.07,156.8,1.4,589,20,0,1,400,49.9,240,34,20,-17.4,46,55.5,1.309,55.69635,3739.964999
 11:22:10.028,20,20,10.81,162.2,0.3,594,20,0,1,400,50,240,34,20,-17.4,46,55.5,0.2805,55.542075,3783.216864
 11:22:11.102,20,20,8.56,151,-0.3,591,20,0,1,399,50,240,34,20,-17.4,46,55.5,-0.2805,55.457925,3807.019251
 11:22:12.181,20,20,8.88,158.4,-0.1,597,20,0,1,399,50,240,34,20,-17.4,46,55.5,-0.0935,55.485975,3799.068529
 11:22:13.252,20,20,9.71,156.3,1.2,595,20,0,1,400,50,240,34,20,-17.4,46,55.5,1.122,55.6683,3747.792028
 11:22:14.330,20,20,10.4,161.3,0.7,600,20,0,1,400,50,240,34,20,-17.4,46,55.5,0.6545,55.598175,3767.431341
 11:22:15.410,20,20,8.87,154.8,-0.2,597,20,0,1,399,49.9,240,34,20,-17.4,46,55,-0.187,54.97195,3947.439737
 11:22:16.500,20,20,8.04,151.8,-0.3,598,20,0,1,399,50,240,34,20,-17.4,46,55.6,-0.2805,55.557925,3778.75027
 11:22:17.688,20,20,8.45,155.1,-0.5,605,20,0,1,400,50,240,34,20,-17.4,46,55.5,-0.4675,55.429875,3814.986612
 11:22:18.763,10,15.48,8.33,120.7,0.1,590,15.28,0,1,399,49.9,240,34,20,-17.4,46,55.5,0.0935,55.514025,3791.134412
 11:22:19.850,10,10.05,8.22,78.6,0.1,604,10,0,1,399,49.9,240,34,20,-17.4,46,55.5,0.0935,55.514025,3791.134412
 11:22:20.927,10,10,8.89,80.8,0.8,607,10,0,1,400,50,240,34,20,-17.4,46,55.5,0.748,55.6122,3763.495263
 11:22:22.005,10,10,9.74,83.3,0.1,610,10,0,1,400,49.9,240,34,20,-17.4,46,55.5,0.0935,55.514025,3791.134412
 11:22:23.091,10,10,9.22,80.5,0.1,602,10,0,1,399,50,240,34,20,-17.4,46,55.5,0.0935,55.514025,3791.134412
 11:22:24.170,10,10,8.45,79.9,0.2,605,10,0,1,399,50,240,34,20,-17.4,46,55.5,0.187,55.52805,3787.173569
 11:22:25.253,10,8.84,8.59,70.4,0.5,608,8.64,0,1,400,49.9,240,34,20,-17.4,46,55.6,0.4675,55.670125,3747.282285
 11:22:26.344,10,3.39,11.58,30.8,0.1,597,3.19,0,1,399,50,240,34,20,-17.4,46,55.6,0.0935,55.614025,3762.983384
 11:22:27.430,10,0,0,0,0,849,0,0,0,400,50,240,34,0,-17.4,46,55.4,0,55.4,3823.490686
 11:22:28.522,10,0,0,0,0,730,0,0,0,400,50,240,34,0,-17.4,46,55.5,0,55.5,3795.099397
 11:22:29.607,10,0,0,0,0,598,0,0,0,399,50,240,34,0,-17.4,46,55.5,0,55.5,3795.099397
 11:22:30.695,10,0,0,0,0,575,0,0,0,400,49.9,240,34,0,-17.4,46,55.5,0,55.5,3795.099397
 11:22:31.778,10,0,0,0,0,576,0,0,0,399,49.9,240,34,0,-17.4,46,55.5,0,55.5,3795.099397
 11:22:32.871,10,0,0,0,0,577,0,0,0,400,49.9,240,33,0,-17.4,46,55.5,0,55.5,3795.099397
 11:22:33.958,10,0,0,0,0,575,0,0,0,400,50,240,33,0,-17.4,46,55,0,55,3939.195756
 11:22:35.044,10,0,0,0,0,576,0,0,0,400,50,240,33,0,-17.4,46,55,0,55,3939.195756
 11:22:36.137,10,0,0,0,0,576,0,0,0,400,49.9,240,33,0,-17.4,46,55,0,55,3939.195756
 11:22:37.221,10,0,0,0,0,575,0,0,0,399,49.9,240,33,0,-17.4,46,55.4,0,55.4,3823.490686
 11:22:38.312,10,0,0,0,0,577,0,0,0,399,49.9,240,33,0,-17.4,46,55.4,0,55.4,3823.490686
 11:22:39.403,10,0,0,0,0,576,0,0,0,399,49.9,240,33,0,-17.4,46,55.4,0,55.4,3823.490686
 11:22:40.496,10,0,0,0,0,576,0,0,0,399,49.9,240,33,0,-17.4,46,55.4,0,55.4,3823.490686
 11:22:41.583,10,0,0,0,0,576,0,0,0,399,50,240,33,0,-17.4,46,55.4,0,55.4,3823.490686
 11:22:42.685,10,0,0,0,0,576,0,0,0,400,49.9,240,33,0,-17.4,46,55.4,0,55.4,3823.490686
 11:22:43.781,10,0,0,0,0,524,0,0,0,365,0.5,240,33,0,-17.4,46,54,0,54,4244.009819
 11:22:44.884,10,0,0,0,0,367,0,0,0,256,0.1,240,33,0,-17.4,46,54,0,54,4244.009819
 11:22:45.981,10,0,0,0,0,290,0,0,0,205,0.1,240,33,0,-17.4,46,55.4,0,55.4,3823.490686
 11:22:47.074,10,0,0,0,0,194,0,0,0,144,0.1,240,33,0,-17.4,46,55.4,0,55.4,3823.490686
 11:22:48.334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.4,0,55.4,3823.490686
 11:22:49.390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.4,0,55.4,3823.490686
 11:22:50.203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.4,0,55.4,3823.490686
 11:22:50.959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.4,0,55.4,3823.490686
 11:22:51.717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.4,0,55.4,3823.490686
 11:22:52.459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.4,0,55.4,3823.490686
 11:22:53.214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.4,0,55.4,3823.490686
 11:22:53.991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.4,0,55.4,3823.490686
 11:22:54.751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.4,0,55.4,3823.490686
 11:22:55.522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.4,0,55.4,3823.490686
 11:22:56.471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.4,0,55.4,3823.490686
