Time,Frequency Reference,Output Frequency,Output Current,Output Voltage,Output Power,DC Bus Voltage,Output Frequency After Soft-start,Peak Voltage Current,Regenerative Power  (kWh),Power Supply Voltage,Power Supply Frequency,Electric Power (kWh),Cooling Fin Temperature,Peak Voltage Output Frequency,Motor q-Axis Current during Fault,Fin Temperature
 15:29:57.875,   48.16,   48.16,   83.99,  371.00,   43.30,  591.00,   48.15,  199.80,    0.00,  400.00,   50.00,  946.00,   36.00,    2.23,  -11.50,   32.00
 15:29:58.926,   48.18,   48.18,   86.06,  371.20,   46.60,  587.00,   48.17,  199.80,    0.00,  399.00,   50.00,  946.00,   36.00,    2.23,  -11.50,   32.00
 15:29:59.983,   48.16,   48.16,   84.70,  371.10,   44.50,  585.00,   48.15,  199.80,    0.00,  399.00,   50.10,  946.00,   36.00,    2.23,  -11.50,   32.00
 15:30:01.046,   48.15,   48.16,   82.10,  370.90,   45.60,  584.00,   48.15,  199.80,    0.00,  399.00,   50.00,  946.00,   36.00,    2.23,  -11.50,   32.00
 15:30:02.099,   48.15,   48.15,   81.17,  370.80,   45.50,  587.00,   48.15,  199.80,    0.00,  398.00,   50.00,  946.00,   36.00,    2.23,  -11.50,   32.00
 15:30:03.152,   48.17,   48.17,   82.05,  371.00,   41.40,  587.00,   48.18,  199.80,    0.00,  399.00,   49.90,  946.00,   36.00,    2.23,  -11.50,   32.00
 15:30:04.214,   48.16,   48.16,   81.97,  371.00,   41.10,  589.00,   48.17,  199.80,    0.00,  400.00,   50.00,  946.00,   36.00,    2.23,  -11.50,   32.00
 15:30:05.269,   48.15,   48.16,   84.43,  371.00,   45.20,  592.00,   48.16,  199.80,    0.00,  399.00,   49.90,  946.00,   36.00,    2.23,  -11.50,   32.00
 15:30:06.330,   48.15,   48.15,   87.39,  371.00,   46.00,  588.00,   48.15,  199.80,    0.00,  399.00,   49.90,  946.00,   36.00,    2.23,  -11.50,   32.00
 15:30:07.403,   48.17,   48.16,   85.01,  371.20,   43.90,  584.00,   48.18,  199.80,    0.00,  399.00,   50.00,  946.00,   36.00,    2.23,  -11.50,   32.00
 15:30:08.462,   48.18,   48.17,   81.30,  371.10,   46.60,  583.00,   48.17,  199.80,    0.00,  398.00,   49.90,  946.00,   36.00,    2.23,  -11.50,   32.00
 15:30:09.525,   48.15,   48.15,   79.41,  370.80,   44.20,  587.00,   48.16,  199.80,    0.00,  398.00,   49.90,  946.00,   36.00,    2.23,  -11.50,   32.00
 15:30:10.584,   48.18,   48.17,   80.51,  371.00,   44.20,  585.00,   48.17,  199.80,    0.00,  399.00,   50.00,  946.00,   36.00,    2.23,  -11.50,   32.00
 15:30:11.647,   48.16,   48.16,   81.74,  371.00,   40.30,  588.00,   48.17,  199.80,    0.00,  399.00,   50.00,  946.00,   36.00,    2.23,  -11.50,   32.00
 15:30:12.707,   48.16,   48.16,   81.74,  371.00,   42.00,  590.00,   48.17,  199.80,    0.00,  400.00,   49.90,  946.00,   36.00,    2.23,  -11.50,   32.00
 15:30:13.770,   48.16,   48.17,   84.57,  371.10,   43.80,  592.00,   48.15,  199.80,    0.00,  400.00,   50.00,  946.00,   36.00,    2.23,  -11.50,   32.00
 15:30:14.832,   48.16,   48.16,   85.76,  371.10,   44.30,  590.00,   48.17,  199.80,    0.00,  399.00,   49.90,  946.00,   36.00,    2.23,  -11.50,   32.00
 15:30:15.895,   48.16,   48.16,   86.99,  371.00,   46.30,  588.00,   48.15,  199.80,    0.00,  400.00,   50.00,  946.00,   36.00,    2.23,  -11.50,   32.00
 15:30:16.958,   48.16,   48.16,   84.74,  371.00,   43.40,  586.00,   48.15,  199.80,    0.00,  399.00,   49.90,  946.00,   36.00,    2.23,  -11.50,   32.00
 15:30:18.025,   48.16,   48.16,   82.58,  371.10,   43.90,  586.00,   48.17,  199.80,    0.00,  399.00,   50.00,  946.00,   36.00,    2.23,  -11.50,   32.00
 15:30:19.092,   48.16,   48.16,   82.49,  371.00,   45.80,  583.00,   48.16,  199.80,    0.00,  398.00,   50.00,  946.00,   36.00,    2.23,  -11.50,   32.00
 15:30:20.161,   48.16,   48.16,   80.73,  371.00,   45.40,  583.00,   48.17,  199.80,    0.00,  398.00,   50.00,  946.00,   36.00,    2.23,  -11.50,   32.00
 15:30:21.229,   48.15,   48.15,   80.86,  370.90,   45.10,  585.00,   48.16,  199.80,    0.00,  398.00,   49.90,  946.00,   36.00,    2.23,  -11.50,   32.00
 15:30:22.297,   48.18,   48.17,   79.59,  371.10,   45.20,  587.00,   48.17,  199.80,    0.00,  399.00,   50.00,  946.00,   36.00,    2.23,  -11.50,   32.00
 15:30:23.368,   48.16,   48.15,   81.17,  370.90,   44.90,  588.00,   48.16,  199.80,    0.00,  398.00,   49.90,  946.00,   36.00,    2.23,  -11.50,   32.00
 15:30:24.436,   48.17,   48.17,   80.07,  371.00,   44.20,  588.00,   48.17,  199.80,    0.00,  399.00,   50.00,  946.00,   36.00,    2.23,  -11.50,   32.00
 15:30:25.511,   48.17,   48.17,   80.60,  371.00,   45.00,  585.00,   48.18,  199.80,    0.00,  398.00,   49.90,  946.00,   36.00,    2.23,  -11.50,   32.00
 15:30:26.584,   48.17,   48.17,   80.86,  371.00,   43.70,  587.00,   48.17,  199.80,    0.00,  399.00,   49.90,  946.00,   36.00,    2.23,  -11.50,   32.00
 15:30:27.655,   48.18,   48.17,   81.97,  371.00,   43.10,  585.00,   48.16,  199.80,    0.00,  399.00,   50.00,  946.00,   36.00,    2.23,  -11.50,   32.00
 15:30:28.725,   48.18,   48.17,   82.36,  371.10,   39.40,  586.00,   48.16,  199.80,    0.00,  399.00,   50.00,  946.00,   36.00,    2.23,  -11.50,   32.00
 15:30:29.811,   48.16,   48.16,   81.26,  371.00,   41.10,  587.00,   48.17,  199.80,    0.00,  399.00,   49.90,  946.00,   36.00,    2.23,  -11.50,   32.00
 15:30:30.887,   48.16,   48.17,   83.33,  371.00,   41.10,  587.00,   48.15,  199.80,    0.00,  399.00,   49.90,  946.00,   36.00,    2.23,  -11.50,   32.00
 15:30:31.959,   48.15,   48.16,   81.88,  371.00,   38.70,  588.00,   48.16,  199.80,    0.00,  400.00,   49.90,  946.00,   36.00,    2.23,  -11.50,   32.00
 15:30:33.031,   48.18,   48.18,   82.89,  371.10,   40.20,  589.00,   48.15,  199.80,    0.00,  400.00,   49.90,  946.00,   36.00,    2.23,  -11.50,   32.00
 15:30:34.108,   48.17,   48.17,   81.44,  371.10,   41.90,  589.00,   48.17,  199.80,    0.00,  399.00,   50.00,  946.00,   36.00,    2.23,  -11.50,   32.00
 15:30:35.183,   48.15,   48.15,   83.02,  371.00,   40.00,  590.00,   48.15,  199.80,    0.00,  400.00,   50.00,  946.00,   36.00,    2.23,  -11.50,   32.00
 15:30:36.257,   48.17,   48.17,   82.49,  371.20,   43.70,  590.00,   48.18,  199.80,    0.00,  399.00,   49.90,  946.00,   36.00,    2.23,  -11.50,   32.00
 15:30:37.341,   48.15,   48.15,   83.24,  371.00,   41.90,  590.00,   48.15,  199.80,    0.00,  400.00,   50.00,  946.00,   36.00,    2.23,  -11.50,   32.00
 15:30:38.420,   48.16,   48.17,   83.55,  371.00,   43.60,  591.00,   48.15,  199.80,    0.00,  400.00,   49.90,  946.00,   36.00,    2.23,  -11.50,   32.00
 15:30:39.502,   48.16,   48.16,   83.46,  371.00,   43.70,  591.00,   48.16,  199.80,    0.00,  399.00,   50.00,  946.00,   36.00,    2.23,  -11.50,   32.00
 15:30:40.583,   48.17,   48.17,   83.38,  371.10,   45.60,  591.00,   48.17,  199.80,    0.00,  400.00,   50.00,  946.00,   37.00,    2.23,  -11.50,   32.00
 15:30:41.661,   48.17,   48.17,   84.96,  371.10,   44.70,  590.00,   48.16,  199.80,    0.00,  399.00,   49.90,  946.00,   37.00,    2.23,  -11.50,   32.00
 15:30:42.741,   48.17,   48.17,   86.59,  371.20,   45.90,  587.00,   48.17,  199.80,    0.00,  399.00,   49.90,  947.00,   37.00,    2.23,  -11.50,   32.00
 15:30:43.824,   48.16,   48.16,   86.68,  371.10,   46.60,  585.00,   48.18,  199.80,    0.00,  399.00,   49.90,  947.00,   36.00,    2.23,  -11.50,   32.00
 15:30:44.907,   48.15,   48.15,   86.24,  371.10,   43.80,  585.00,   48.16,  199.80,    0.00,  399.00,   49.90,  947.00,   36.00,    2.23,  -11.50,   32.00
 15:30:45.989,   48.17,   48.16,   82.80,  371.10,   45.10,  583.00,   48.18,  199.80,    0.00,  399.00,   49.90,  947.00,   36.00,    2.23,  -11.50,   32.00
 15:30:47.073,   48.17,   48.17,   82.14,  371.10,   45.70,  584.00,   48.17,  199.80,    0.00,  399.00,   50.00,  947.00,   36.00,    2.23,  -11.50,   32.00
 15:30:48.156,   48.17,   48.17,   80.29,  371.00,   44.60,  586.00,   48.16,  199.80,    0.00,  399.00,   50.00,  947.00,   36.00,    2.23,  -11.50,   32.00
 15:30:49.238,   48.17,   48.17,   80.20,  371.00,   45.10,  588.00,   48.17,  199.80,    0.00,  399.00,   49.90,  947.00,   36.00,    2.23,  -11.50,   32.00
 15:30:50.323,   48.15,   48.16,   80.42,  370.90,   44.60,  586.00,   48.16,  199.80,    0.00,  398.00,   50.00,  947.00,   37.00,    2.23,  -11.50,   32.00
 15:30:51.411,   48.17,   48.17,   80.42,  371.00,   45.20,  584.00,   48.17,  199.80,    0.00,  397.00,   49.90,  947.00,   37.00,    2.23,  -11.50,   32.00
 15:30:52.499,   48.16,   48.16,   81.13,  370.90,   43.60,  585.00,   48.17,  199.80,    0.00,  398.00,   49.90,  947.00,   37.00,    2.23,  -11.50,   32.00
 15:30:53.584,   48.15,   48.15,   81.22,  370.90,   43.20,  587.00,   48.17,  199.80,    0.00,  399.00,   49.90,  947.00,   36.00,    2.23,  -11.50,   32.00
 15:30:54.674,   48.16,   48.16,   82.67,  371.00,   43.60,  585.00,   48.17,  199.80,    0.00,  398.00,   49.90,  947.00,   36.00,    2.23,  -11.50,   32.00
 15:30:55.761,   48.16,   48.17,   82.19,  370.90,   42.50,  587.00,   48.16,  199.80,    0.00,  399.00,   49.90,  947.00,   36.00,    2.23,  -11.50,   32.00
 15:30:56.849,   48.17,   48.17,   81.83,  370.90,   39.90,  588.00,   48.16,  199.80,    0.00,  400.00,   50.00,  947.00,   36.00,    2.23,  -11.50,   32.00
 15:30:57.942,   48.17,   48.17,   82.23,  371.10,   40.60,  588.00,   48.16,  199.80,    0.00,  399.00,   49.90,  947.00,   36.00,    2.23,  -11.50,   32.00
 15:30:59.032,   48.16,   48.16,   82.23,  371.00,   40.60,  589.00,   48.17,  199.80,    0.00,  400.00,   50.00,  947.00,   36.00,    2.23,  -11.50,   32.00
 15:31:00.123,   48.17,   48.17,   81.97,  371.00,   40.80,  589.00,   48.16,  199.80,    0.00,  400.00,   50.00,  947.00,   36.00,    2.23,  -11.50,   32.00
 15:31:01.216,   48.16,   48.16,   82.54,  371.00,   41.80,  588.00,   48.16,  199.80,    0.00,  399.00,   49.90,  947.00,   36.00,    2.23,  -11.50,   32.00
 15:31:02.309,   48.17,   48.17,   82.49,  371.10,   42.60,  589.00,   48.16,  199.80,    0.00,  400.00,   49.90,  947.00,   36.00,    2.23,  -11.50,   32.00
 15:31:03.405,   48.16,   48.16,   82.49,  371.10,   42.10,  589.00,   48.17,  199.80,    0.00,  399.00,   49.90,  947.00,   36.00,    2.23,  -11.50,   32.00
 15:31:04.493,   48.17,   48.17,   82.76,  371.00,   44.20,  591.00,   48.16,  199.80,    0.00,  400.00,   50.00,  947.00,   36.00,    2.23,  -11.50,   32.00
 15:31:05.590,   48.17,   48.17,   82.71,  371.10,   43.80,  590.00,   48.16,  199.80,    0.00,  399.00,   49.90,  947.00,   36.00,    2.23,  -11.50,   32.00
 15:31:06.685,   48.17,   48.17,   83.16,  371.10,   43.50,  591.00,   48.15,  199.80,    0.00,  399.00,   49.90,  947.00,   36.00,    2.23,  -11.50,   32.00
 15:31:07.778,   48.17,   48.17,   82.67,  371.10,   43.10,  591.00,   48.16,  199.80,    0.00,  399.00,   49.90,  947.00,   37.00,    2.23,  -11.50,   32.00
 15:31:08.874,   48.16,   48.16,   83.07,  371.00,   43.40,  590.00,   48.16,  199.80,    0.00,  399.00,   50.00,  947.00,   36.00,    2.23,  -11.50,   32.00
 15:31:09.969,   48.16,   48.16,   81.97,  371.10,   42.10,  591.00,   48.17,  199.80,    0.00,  400.00,   49.90,  947.00,   36.00,    2.23,  -11.50,   32.00
 15:31:11.069,   48.16,   48.16,   81.97,  371.00,   42.30,  589.00,   48.17,  199.80,    0.00,  399.00,   49.90,  947.00,   37.00,    2.23,  -11.50,   32.00
 15:31:12.166,   48.17,   48.17,   81.57,  371.10,   40.70,  588.00,   48.17,  199.80,    0.00,  399.00,   49.90,  947.00,   37.00,    2.23,  -11.50,   32.00
 15:31:13.266,   48.16,   48.16,   81.92,  371.00,   39.70,  588.00,   48.16,  199.80,    0.00,  399.00,   49.90,  947.00,   37.00,    2.23,  -11.50,   32.00
 15:31:14.363,   48.16,   48.16,   81.92,  371.00,   41.70,  588.00,   48.17,  199.80,    0.00,  399.00,   49.90,  947.00,   37.00,    2.23,  -11.50,   32.00
 15:31:15.462,   48.17,   48.17,   82.10,  371.00,   42.50,  585.00,   48.16,  199.80,    0.00,  399.00,   50.00,  947.00,   36.00,    2.23,  -11.50,   32.00
 15:31:16.565,   48.16,   48.16,   81.08,  371.00,   45.00,  587.00,   48.17,  199.80,    0.00,  398.00,   49.90,  947.00,   36.00,    2.23,  -11.50,   32.00
 15:31:17.670,   48.17,   48.17,   80.20,  371.00,   45.50,  587.00,   48.17,  199.80,    0.00,  399.00,   49.90,  947.00,   37.00,    2.23,  -11.50,   32.00
 15:31:18.770,   48.17,   48.17,   80.51,  371.00,   44.90,  586.00,   48.17,  199.80,    0.00,  399.00,   50.00,  947.00,   37.00,    2.23,  -11.50,   32.00
 15:31:19.874,   48.16,   48.16,   81.79,  371.00,   45.30,  585.00,   48.17,  199.80,    0.00,  399.00,   50.00,  947.00,   37.00,    2.23,  -11.50,   32.00
 15:31:20.974,   48.17,   48.17,   83.60,  371.10,   45.00,  585.00,   48.16,  199.80,    0.00,  399.00,   49.90,  947.00,   37.00,    2.23,  -11.50,   32.00
 15:31:22.077,   48.17,   48.16,   86.55,  371.20,   46.00,  587.00,   48.17,  199.80,    0.00,  399.00,   50.00,  947.00,   37.00,    2.23,  -11.50,   32.00
 15:31:23.180,   48.17,   48.17,   86.68,  371.20,   44.80,  584.00,   48.16,  199.80,    0.00,  398.00,   49.90,  947.00,   37.00,    2.23,  -11.50,   32.00
 15:31:24.281,   48.17,   48.17,   85.53,  371.20,   45.20,  587.00,   48.17,  199.80,    0.00,  399.00,   50.00,  947.00,   36.00,    2.23,  -11.50,   32.00
 15:31:25.442,   48.17,   48.17,   82.49,  371.10,   41.60,  587.00,   48.17,  199.80,    0.00,  399.00,   49.90,  947.00,   36.00,    2.23,  -11.50,   32.00
 15:31:26.547,   48.16,   48.16,   82.05,  370.90,   43.20,  584.00,   48.16,  199.80,    0.00,  399.00,   50.00,  947.00,   36.00,    2.23,  -11.50,   32.00
 15:31:27.662,   48.16,   48.17,   80.82,  371.00,   45.10,  587.00,   48.17,  199.80,    0.00,  399.00,   50.00,  947.00,   36.00,    2.23,  -11.50,   32.00
 15:31:28.767,   48.17,   48.17,   80.07,  371.00,   44.40,  588.00,   48.16,  199.80,    0.00,  399.00,   50.00,  947.00,   37.00,    2.23,  -11.50,   32.00
 15:31:29.877,   48.17,   48.17,   80.95,  371.00,   45.50,  586.00,   48.17,  199.80,    0.00,  399.00,   49.90,  947.00,   37.00,    2.23,  -11.50,   32.00
 15:31:30.988,   48.16,   48.16,   82.85,  371.10,   43.60,  586.00,   48.16,  199.80,    0.00,  399.00,   49.90,  947.00,   37.00,    2.23,  -11.50,   32.00
 15:31:32.100,   48.16,   48.16,   86.20,  371.10,   46.10,  586.00,   48.16,  199.80,    0.00,  399.00,   49.90,  947.00,   37.00,    2.23,  -11.50,   32.00
 15:31:33.211,   48.16,   48.16,   85.49,  371.10,   44.20,  590.00,   48.17,  199.80,    0.00,  400.00,   49.90,  947.00,   37.00,    2.23,  -11.50,   32.00
 15:31:34.323,   48.16,   48.16,   83.07,  371.10,   43.50,  591.00,   48.16,  199.80,    0.00,  400.00,   49.90,  947.00,   37.00,    2.23,  -11.50,   32.00
 15:31:35.432,   48.16,   48.16,   82.10,  371.00,   41.00,  588.00,   48.16,  199.80,    0.00,  399.00,   49.90,  947.00,   37.00,    2.23,  -11.50,   32.00
 15:31:36.545,   48.15,   48.16,   82.19,  371.00,   40.00,  588.00,   48.16,  199.80,    0.00,  400.00,   49.90,  947.00,   37.00,    2.23,  -11.50,   32.00
 15:31:37.654,   48.16,   48.16,   81.74,  371.00,   43.00,  587.00,   48.17,  199.80,    0.00,  399.00,   49.90,  947.00,   37.00,    2.23,  -11.50,   32.00
 15:31:38.766,   48.16,   48.16,   79.94,  370.90,   44.90,  587.00,   48.16,  199.80,    0.00,  399.00,   50.00,  947.00,   36.00,    2.23,  -11.50,   32.00
 15:31:39.882,   48.16,   48.16,   81.57,  371.00,   45.30,  583.00,   48.16,  199.80,    0.00,  398.00,   50.00,  947.00,   36.00,    2.23,  -11.50,   32.00
 15:31:40.998,   48.16,   48.16,   86.24,  371.10,   45.30,  585.00,   48.15,  199.80,    0.00,  399.00,   49.90,  947.00,   37.00,    2.23,  -11.50,   32.00
 15:31:42.116,   48.15,   48.15,   84.57,  371.00,   44.90,  590.00,   48.16,  199.80,    0.00,  400.00,   50.00,  947.00,   36.00,    2.23,  -11.50,   32.00
 15:31:43.232,   48.16,   48.16,   82.10,  371.00,   41.60,  590.00,   48.16,  199.80,    0.00,  400.00,   50.00,  947.00,   37.00,    2.23,  -11.50,   32.00
 15:31:44.344,   48.16,   48.16,   81.88,  371.00,   38.40,  588.00,   48.16,  199.80,    0.00,  400.00,   49.90,  947.00,   36.00,    2.23,  -11.50,   32.00
 15:31:45.462,   48.17,   48.17,   81.00,  370.90,   44.40,  588.00,   48.17,  199.80,    0.00,  399.00,   49.90,  947.00,   36.00,    2.23,  -11.50,   32.00
 15:31:46.582,   48.17,   48.16,   80.82,  371.00,   44.90,  585.00,   48.17,  199.80,    0.00,  398.00,   50.00,  947.00,   36.00,    2.23,  -11.50,   32.00
 15:31:47.699,   48.16,   48.16,   83.82,  371.10,   45.20,  583.00,   48.17,  199.80,    0.00,  398.00,   49.90,  947.00,   37.00,    2.23,  -11.50,   32.00
 15:31:48.818,   48.17,   48.16,   86.86,  371.20,   46.20,  588.00,   48.17,  199.80,    0.00,  399.00,   49.90,  947.00,   36.00,    2.23,  -11.50,   32.00
 15:31:49.936,   48.16,   48.16,   83.82,  371.10,   44.10,  592.00,   48.16,  199.80,    0.00,  400.00,   50.00,  947.00,   36.00,    2.23,  -11.50,   32.00
 15:31:51.054,   48.16,   48.16,   81.79,  371.00,   42.10,  588.00,   48.16,  199.80,    0.00,  400.00,   50.00,  947.00,   37.00,    2.23,  -11.50,   32.00
 15:31:52.173,   48.17,   48.17,   82.14,  371.00,   42.00,  588.00,   48.17,  199.80,    0.00,  400.00,   49.90,  947.00,   37.00,    2.23,  -11.50,   32.00
 15:31:53.294,   48.16,   48.17,   80.51,  371.00,   44.80,  585.00,   48.17,  199.80,    0.00,  398.00,   49.90,  947.00,   37.00,    2.23,  -11.50,   32.00
 15:31:54.422,   48.18,   48.18,   81.83,  371.20,   45.10,  584.00,   48.17,  199.80,    0.00,  399.00,   49.90,  947.00,   36.00,    2.23,  -11.50,   32.00
 15:31:55.545,   48.18,   48.18,   85.18,  371.30,   44.90,  582.00,   48.16,  199.80,    0.00,  398.00,   49.90,  947.00,   36.00,    2.23,  -11.50,   32.00
 15:31:56.667,   48.15,   48.16,   85.53,  371.10,   44.80,  589.00,   48.17,  199.80,    0.00,  399.00,   50.00,  947.00,   37.00,    2.23,  -11.50,   32.00
 15:31:57.794,   48.17,   48.17,   82.10,  371.10,   42.00,  590.00,   48.17,  199.80,    0.00,  400.00,   50.00,  947.00,   37.00,    2.23,  -11.50,   32.00
 15:31:58.916,   48.18,   48.18,   82.05,  371.10,   39.10,  588.00,   48.17,  199.80,    0.00,  399.00,   49.90,  947.00,   37.00,    2.23,  -11.50,   32.00
 15:32:00.039,   48.17,   48.17,   81.97,  371.00,   43.30,  587.00,   48.17,  199.80,    0.00,  399.00,   49.90,  947.00,   37.00,    2.23,  -11.50,   32.00
 15:32:01.164,   48.17,   48.17,   80.91,  371.10,   44.90,  588.00,   48.17,  199.80,    0.00,  399.00,   49.90,  947.00,   36.00,    2.23,  -11.50,   32.00
 15:32:02.288,   48.16,   48.16,   81.08,  371.00,   45.10,  584.00,   48.16,  199.80,    0.00,  399.00,   49.90,  947.00,   36.00,    2.23,  -11.50,   32.00
 15:32:03.417,   48.16,   48.16,   84.04,  371.10,   44.30,  585.00,   48.16,  199.80,    0.00,  399.00,   49.90,  947.00,   37.00,    2.23,  -11.50,   32.00
 15:32:04.542,   48.17,   48.17,   86.68,  371.20,   46.40,  587.00,   48.17,  199.80,    0.00,  399.00,   49.90,  948.00,   36.00,    2.23,  -11.50,   32.00
 15:32:05.669,   48.16,   48.17,   83.99,  371.10,   44.80,  593.00,   48.16,  199.80,    0.00,  400.00,   49.90,  948.00,   36.00,    2.23,  -11.50,   32.00
 15:32:06.799,   48.17,   48.17,   81.61,  371.10,   42.40,  587.00,   48.17,  199.80,    0.00,  399.00,   49.90,  948.00,   37.00,    2.23,  -11.50,   32.00
 15:32:07.934,   48.16,   48.16,   82.36,  371.00,   43.40,  586.00,   48.17,  199.80,    0.00,  399.00,   50.00,  948.00,   37.00,    2.23,  -11.50,   32.00
 15:32:09.069,   48.15,   48.16,   80.47,  371.00,   44.80,  587.00,   48.16,  199.80,    0.00,  398.00,   49.90,  948.00,   37.00,    2.23,  -11.50,   32.00
 15:32:10.215,   48.16,   48.16,   84.65,  371.10,   44.20,  584.00,   48.17,  199.80,    0.00,  398.00,   50.00,  948.00,   37.00,    2.23,  -11.50,   32.00
 15:32:11.347,   48.16,   48.17,   85.58,  371.10,   44.70,  591.00,   48.17,  199.80,    0.00,  399.00,   49.90,  948.00,   37.00,    2.23,  -11.50,   32.00
 15:32:12.479,   48.16,   48.16,   82.63,  371.00,   43.30,  590.00,   48.17,  199.80,    0.00,  399.00,   50.00,  948.00,   37.00,    2.23,  -11.50,   32.00
 15:32:13.618,   48.17,   48.16,   82.76,  371.00,   42.10,  587.00,   48.17,  199.80,    0.00,  399.00,   49.90,  948.00,   37.00,    2.23,  -11.50,   32.00
 15:32:14.750,   48.16,   48.16,   80.64,  371.00,   44.80,  585.00,   48.17,  199.80,    0.00,  398.00,   49.90,  948.00,   37.00,    2.23,  -11.50,   32.00
 15:32:15.884,   48.17,   48.17,   81.52,  371.00,   45.40,  584.00,   48.17,  199.80,    0.00,  399.00,   49.90,  948.00,   37.00,    2.23,  -11.50,   32.00
 15:32:17.018,   48.15,   48.16,   85.67,  371.10,   44.80,  585.00,   48.16,  199.80,    0.00,  400.00,   50.00,  948.00,   37.00,    2.23,  -11.50,   32.00
 15:32:18.153,   48.16,   48.17,   84.92,  371.10,   44.30,  591.00,   48.17,  199.80,    0.00,  399.00,   49.90,  948.00,   37.00,    2.23,  -11.50,   32.00
 15:32:19.288,   48.17,   48.17,   82.14,  371.10,   42.50,  588.00,   48.17,  199.80,    0.00,  399.00,   49.90,  948.00,   36.00,    2.23,  -11.50,   32.00
 15:32:20.422,   48.17,   48.17,   82.49,  371.00,   41.20,  586.00,   48.17,  199.80,    0.00,  399.00,   49.90,  948.00,   36.00,    2.23,  -11.50,   32.00
 15:32:21.557,   48.16,   48.16,   80.33,  370.90,   45.00,  587.00,   48.16,  199.80,    0.00,  398.00,   49.90,  948.00,   37.00,    2.23,  -11.50,   32.00
 15:32:22.695,   48.16,   48.16,   81.35,  371.00,   45.60,  584.00,   48.16,  199.80,    0.00,  398.00,   49.90,  948.00,   37.00,    2.23,  -11.50,   32.00
 15:32:23.833,   48.17,   48.17,   86.46,  371.20,   44.20,  586.00,   48.17,  199.80,    0.00,  399.00,   49.90,  948.00,   36.00,    2.23,  -11.50,   32.00
 15:32:24.969,   48.17,   48.17,   84.52,  371.10,   45.50,  592.00,   48.17,  199.80,    0.00,  400.00,   49.90,  948.00,   36.00,    2.23,  -11.50,   32.00
 15:32:26.109,   48.17,   48.17,   81.97,  371.00,   39.30,  588.00,   48.16,  199.80,    0.00,  400.00,   49.90,  948.00,   37.00,    2.23,  -11.50,   32.00
 15:32:27.249,   48.18,   48.17,   80.95,  371.00,   44.20,  585.00,   48.17,  199.80,    0.00,  398.00,   49.90,  948.00,   37.00,    2.23,  -11.50,   32.00
 15:32:28.387,   48.17,   48.16,   81.08,  371.10,   45.90,  585.00,   48.17,  199.80,    0.00,  398.00,   49.90,  948.00,   37.00,    2.23,  -11.50,   32.00
 15:32:29.526,   48.17,   48.16,   86.81,  371.10,   46.60,  587.00,   48.17,  199.80,    0.00,  399.00,   50.00,  948.00,   37.00,    2.23,  -11.50,   32.00
 15:32:30.666,   48.17,   48.17,   81.88,  371.00,   41.80,  589.00,   48.17,  199.80,    0.00,  399.00,   50.00,  948.00,   37.00,    2.23,  -11.50,   32.00
 15:32:31.804,   48.15,   48.16,   81.92,  371.00,   42.60,  585.00,   48.17,  199.80,    0.00,  399.00,   49.90,  948.00,   37.00,    2.23,  -11.50,   32.00
 15:32:32.946,   48.16,   48.16,   81.13,  371.00,   45.10,  584.00,   48.16,  199.80,    0.00,  399.00,   50.00,  948.00,   37.00,    2.23,  -11.50,   32.00
 15:32:34.091,   48.17,   48.17,   85.53,  371.10,   45.10,  588.00,   48.17,  199.80,    0.00,  399.00,   49.90,  948.00,   37.00,    2.23,  -11.50,   32.00
 15:32:35.230,   48.17,   48.17,   81.97,  371.10,   40.30,  588.00,   48.17,  199.80,    0.00,  400.00,   50.00,  948.00,   37.00,    2.23,  -11.50,   32.00
 15:32:36.378,   48.16,   48.16,   80.33,  371.00,   44.40,  587.00,   48.16,  199.80,    0.00,  398.00,   50.00,  948.00,   37.00,    2.23,  -11.50,   32.00
 15:32:37.524,   48.17,   48.17,   84.79,  371.20,   43.70,  585.00,   48.17,  199.80,    0.00,  399.00,   49.90,  948.00,   37.00,    2.23,  -11.50,   32.00
 15:32:38.667,   48.17,   48.17,   83.68,  371.10,   45.00,  591.00,   48.17,  199.80,    0.00,  399.00,   50.00,  948.00,   37.00,    2.23,  -11.50,   32.00
 15:32:39.816,   48.17,   48.17,   82.41,  371.00,   42.40,  585.00,   48.17,  199.80,    0.00,  399.00,   49.90,  948.00,   37.00,    2.23,  -11.50,   32.00
 15:32:40.962,   48.17,   48.17,   80.78,  371.00,   46.00,  586.00,   48.17,  199.80,    0.00,  399.00,   49.90,  948.00,   37.00,    2.23,  -11.50,   32.00
 15:32:42.107,   48.17,   48.17,   86.99,  371.10,   44.70,  585.00,   48.17,  199.80,    0.00,  399.00,   49.90,  948.00,   37.00,    2.23,  -11.50,   32.00
 15:32:43.252,   48.16,   48.16,   82.41,  371.10,   42.70,  591.00,   48.16,  199.80,    0.00,  400.00,   50.00,  948.00,   37.00,    2.23,  -11.50,   32.00
 15:32:44.401,   48.17,   48.17,   82.80,  371.10,   44.10,  585.00,   48.18,  199.80,    0.00,  399.00,   49.90,  948.00,   37.00,    2.23,  -11.50,   32.00
 15:32:45.549,   48.17,   48.17,   80.78,  371.00,   45.70,  584.00,   48.17,  199.80,    0.00,  399.00,   49.90,  948.00,   37.00,    2.23,  -11.50,   32.00
