Time,Frequency Reference,Output Frequency,Output Current,Output Voltage,Output Power,DC Bus Voltage,Output Frequency After Soft-start,Peak Voltage Current,Regenerative Power  (kWh),Power Supply Voltage,Power Supply Frequency,Electric Power (kWh),Cooling Fin Temperature,Peak Voltage Output Frequency,Motor q-Axis Current during Fault,Fin Temperature
 15:20:48.159,   48.17,   48.17,   86.37,  371.10,   46.50,  585.00,   48.16,  199.80,    0.00,  398.00,   49.90,  939.00,   36.00,    2.23,  -11.50,   32.00
 15:20:48.643,   48.16,   48.16,   80.78,  370.90,   45.30,  587.00,   48.16,  199.80,    0.00,  398.00,   50.00,  939.00,   36.00,    2.23,  -11.50,   32.00
 15:20:49.131,   48.15,   48.16,   82.58,  371.00,   40.80,  589.00,   48.17,  199.80,    0.00,  400.00,   49.90,  939.00,   36.00,    2.23,  -11.50,   32.00
 15:20:49.617,   48.15,   48.15,   86.64,  371.10,   44.40,  587.00,   48.17,  199.80,    0.00,  399.00,   50.00,  939.00,   36.00,    2.23,  -11.50,   32.00
 15:20:50.105,   48.17,   48.17,   80.16,  371.00,   44.60,  586.00,   48.18,  199.80,    0.00,  398.00,   49.90,  939.00,   36.00,    2.23,  -11.50,   32.00
 15:20:50.597,   48.17,   48.17,   81.70,  371.10,   41.40,  589.00,   48.15,  199.80,    0.00,  399.00,   49.90,  939.00,   36.00,    2.23,  -11.50,   32.00
 15:20:51.084,   48.17,   48.17,   86.59,  371.20,   46.00,  588.00,   48.16,  199.80,    0.00,  399.00,   50.00,  939.00,   36.00,    2.23,  -11.50,   32.00
 15:20:51.574,   48.17,   48.17,   80.29,  370.90,   45.20,  588.00,   48.16,  199.80,    0.00,  399.00,   50.00,  939.00,   36.00,    2.23,  -11.50,   32.00
 15:20:52.064,   48.15,   48.16,   81.70,  371.00,   41.70,  589.00,   48.17,  199.80,    0.00,  400.00,   49.90,  939.00,   36.00,    2.23,  -11.50,   32.00
 15:20:52.558,   48.16,   48.16,   85.71,  371.10,   45.30,  587.00,   48.17,  199.80,    0.00,  398.00,   49.90,  939.00,   36.00,    2.23,  -11.50,   32.00
 15:20:53.051,   48.17,   48.17,   80.60,  371.00,   45.40,  583.00,   48.16,  199.80,    0.00,  398.00,   50.00,  939.00,   36.00,    2.23,  -11.50,   32.00
 15:20:53.547,   48.16,   48.16,   83.24,  371.00,   42.10,  585.00,   48.17,  199.80,    0.00,  399.00,   49.90,  939.00,   36.00,    2.23,  -11.50,   32.00
 15:20:54.044,   48.17,   48.17,   83.55,  371.10,   44.60,  593.00,   48.18,  199.80,    0.00,  400.00,   50.00,  939.00,   36.00,    2.23,  -11.50,   32.00
 15:20:54.542,   48.16,   48.16,   85.05,  371.10,   43.80,  587.00,   48.18,  199.80,    0.00,  400.00,   49.90,  939.00,   36.00,    2.23,  -11.50,   32.00
 15:20:55.040,   48.17,   48.17,   81.30,  371.00,   45.40,  588.00,   48.16,  199.80,    0.00,  399.00,   49.90,  939.00,   36.00,    2.23,  -11.50,   32.00
 15:20:55.541,   48.16,   48.15,   81.57,  371.00,   39.40,  588.00,   48.18,  199.80,    0.00,  400.00,   49.90,  939.00,   36.00,    2.23,  -11.50,   32.00
 15:20:56.047,   48.15,   48.15,   85.40,  371.10,   45.00,  591.00,   48.17,  199.80,    0.00,  399.00,   49.90,  939.00,   36.00,    2.23,  -11.50,   32.00
 15:20:56.551,   48.17,   48.17,   83.77,  371.20,   44.70,  583.00,   48.15,  199.80,    0.00,  399.00,   49.90,  939.00,   36.00,    2.23,  -11.50,   32.00
 15:20:57.054,   48.17,   48.17,   79.41,  371.00,   45.70,  587.00,   48.17,  199.80,    0.00,  399.00,   49.90,  939.00,   36.00,    2.23,  -11.50,   32.00
 15:20:57.559,   48.16,   48.15,   81.26,  371.00,   38.40,  588.00,   48.17,  199.80,    0.00,  400.00,   49.90,  939.00,   36.00,    2.23,  -11.50,   32.00
 15:20:58.063,   48.18,   48.18,   83.51,  371.20,   45.00,  590.00,   48.16,  199.80,    0.00,  399.00,   49.90,  939.00,   36.00,    2.23,  -11.50,   32.00
 15:20:58.572,   48.16,   48.16,   87.30,  371.10,   44.70,  585.00,   48.17,  199.80,    0.00,  399.00,   49.90,  939.00,   36.00,    2.23,  -11.50,   32.00
 15:20:59.080,   48.15,   48.15,   81.00,  370.90,   45.00,  585.00,   48.16,  199.80,    0.00,  399.00,   50.00,  939.00,   36.00,    2.23,  -11.50,   32.00
 15:20:59.590,   48.18,   48.18,   82.14,  371.10,   43.80,  586.00,   48.17,  199.80,    0.00,  399.00,   50.00,  939.00,   36.00,    2.23,  -11.50,   32.00
 15:21:00.098,   48.15,   48.16,   81.61,  370.90,   41.10,  588.00,   48.15,  199.80,    0.00,  399.00,   49.90,  939.00,   36.00,    2.23,  -11.50,   32.00
 15:21:00.614,   48.16,   48.16,   83.90,  371.10,   45.10,  590.00,   48.17,  199.80,    0.00,  399.00,   50.00,  939.00,   36.00,    2.23,  -11.50,   32.00
 15:21:01.129,   48.18,   48.17,   86.72,  371.30,   47.00,  583.00,   48.18,  199.80,    0.00,  398.00,   49.90,  939.00,   36.00,    2.23,  -11.50,   32.00
 15:21:01.643,   48.18,   48.18,   82.10,  371.20,   45.20,  584.00,   48.17,  199.80,    0.00,  398.00,   50.00,  939.00,   36.00,    2.23,  -11.50,   32.00
 15:21:02.166,   48.15,   48.14,   79.50,  370.80,   44.20,  588.00,   48.17,  199.80,    0.00,  399.00,   50.00,  939.00,   36.00,    2.23,  -11.50,   32.00
 15:21:02.712,   48.16,   48.16,   79.59,  370.90,   45.40,  588.00,   48.17,  199.80,    0.00,  399.00,   50.00,  939.00,   36.00,    2.23,  -11.50,   32.00
 15:21:03.245,   48.17,   48.17,   80.86,  371.00,   45.50,  588.00,   48.18,  199.80,    0.00,  399.00,   50.00,  939.00,   36.00,    2.23,  -11.50,   32.00
 15:21:03.778,   48.18,   48.18,   81.35,  371.00,   44.30,  587.00,   48.18,  199.80,    0.00,  399.00,   49.90,  939.00,   36.00,    2.23,  -11.50,   32.00
 15:21:04.861,   48.18,   48.17,   81.13,  371.10,   43.00,  588.00,   48.18,  199.80,    0.00,  399.00,   50.00,  939.00,   36.00,    2.23,  -11.50,   32.00
 15:21:05.383,   48.18,   48.18,   82.23,  371.20,   39.90,  588.00,   48.16,  199.80,    0.00,  400.00,   49.90,  939.00,   36.00,    2.23,  -11.50,   32.00
 15:21:05.968,   48.17,   48.18,   82.80,  371.20,   41.70,  589.00,   48.15,  199.80,    0.00,  400.00,   50.00,  939.00,   36.00,    2.23,  -11.50,   32.00
 15:21:06.551,   48.16,   48.16,   79.94,  370.90,   44.80,  587.00,   48.17,  199.80,    0.00,  398.00,   49.90,  940.00,   36.00,    2.23,  -11.50,   32.00
 15:21:07.095,   48.17,   48.17,   80.38,  371.00,   46.10,  583.00,   48.17,  199.80,    0.00,  399.00,   50.00,  940.00,   36.00,    2.23,  -11.50,   32.00
 15:21:07.620,   48.15,   48.15,   79.50,  370.90,   45.00,  585.00,   48.17,  199.80,    0.00,  398.00,   50.00,  940.00,   36.00,    2.23,  -11.50,   32.00
 15:21:08.147,   48.18,   48.18,   81.00,  371.10,   45.50,  587.00,   48.18,  199.80,    0.00,  398.00,   49.90,  940.00,   36.00,    2.23,  -11.50,   32.00
 15:21:08.678,   48.17,   48.17,   81.00,  371.00,   44.80,  584.00,   48.17,  199.80,    0.00,  398.00,   49.90,  940.00,   36.00,    2.23,  -11.50,   32.00
 15:21:09.206,   48.16,   48.16,   82.49,  371.00,   40.30,  585.00,   48.17,  199.80,    0.00,  399.00,   50.00,  940.00,   36.00,    2.23,  -11.50,   32.00
 15:21:09.733,   48.16,   48.16,   82.23,  371.00,   38.60,  588.00,   48.16,  199.80,    0.00,  399.00,   49.90,  940.00,   36.00,    2.23,  -11.50,   32.00
 15:21:10.269,   48.17,   48.16,   81.08,  371.00,   39.80,  588.00,   48.17,  199.80,    0.00,  399.00,   50.00,  940.00,   36.00,    2.23,  -11.50,   32.00
 15:21:10.807,   48.16,   48.16,   81.92,  371.00,   41.20,  589.00,   48.17,  199.80,    0.00,  400.00,   50.00,  940.00,   36.00,    2.23,  -11.50,   32.00
 15:21:11.358,   48.16,   48.16,   82.01,  371.00,   39.60,  588.00,   48.17,  199.80,    0.00,  400.00,   49.90,  940.00,   36.00,    2.23,  -11.50,   32.00
 15:21:11.894,   48.16,   48.16,   81.70,  371.00,   40.90,  587.00,   48.16,  199.80,    0.00,  399.00,   49.90,  940.00,   36.00,    2.23,  -11.50,   32.00
 15:21:12.436,   48.17,   48.17,   82.05,  371.10,   39.80,  588.00,   48.16,  199.80,    0.00,  399.00,   50.00,  940.00,   36.00,    2.23,  -11.50,   32.00
 15:21:12.973,   48.17,   48.17,   81.52,  371.10,   42.40,  589.00,   48.16,  199.80,    0.00,  400.00,   50.00,  940.00,   36.00,    2.23,  -11.50,   32.00
 15:21:13.509,   48.17,   48.17,   81.92,  371.00,   41.80,  591.00,   48.15,  199.80,    0.00,  400.00,   50.00,  940.00,   36.00,    2.23,  -11.50,   32.00
 15:21:14.053,   48.16,   48.16,   81.79,  371.00,   41.40,  590.00,   48.16,  199.80,    0.00,  400.00,   49.90,  940.00,   36.00,    2.23,  -11.50,   32.00
 15:21:14.594,   48.16,   48.16,   81.74,  371.00,   40.90,  590.00,   48.16,  199.80,    0.00,  400.00,   49.90,  940.00,   36.00,    2.23,  -11.50,   32.00
 15:21:15.137,   48.15,   48.15,   82.67,  371.00,   42.10,  590.00,   48.17,  199.80,    0.00,  400.00,   50.00,  940.00,   36.00,    2.23,  -11.50,   32.00
 15:21:15.680,   48.16,   48.16,   82.67,  371.00,   41.00,  589.00,   48.17,  199.80,    0.00,  400.00,   50.00,  940.00,   36.00,    2.23,  -11.50,   32.00
 15:21:16.229,   48.16,   48.17,   82.05,  371.10,   39.50,  589.00,   48.17,  199.80,    0.00,  399.00,   50.00,  940.00,   36.00,    2.23,  -11.50,   32.00
 15:21:16.774,   48.17,   48.17,   81.30,  371.10,   41.40,  590.00,   48.15,  199.80,    0.00,  400.00,   50.00,  940.00,   36.00,    2.23,  -11.50,   32.00
 15:21:17.322,   48.17,   48.17,   81.35,  371.00,   38.70,  590.00,   48.17,  199.80,    0.00,  400.00,   50.00,  940.00,   36.00,    2.23,  -11.50,   32.00
 15:21:18.449,   48.17,   48.17,   85.89,  371.20,   45.80,  588.00,   48.17,  199.80,    0.00,  399.00,   50.00,  940.00,   36.00,    2.23,  -11.50,   32.00
 15:21:19.574,   48.15,   48.15,   83.46,  371.00,   44.00,  586.00,   48.16,  199.80,    0.00,  400.00,   50.00,  940.00,   36.00,    2.23,  -11.50,   32.00
 15:21:20.123,   48.16,   48.16,   83.99,  371.10,   44.30,  584.00,   48.18,  199.80,    0.00,  399.00,   49.90,  940.00,   36.00,    2.23,  -11.50,   32.00
 15:21:20.673,   48.17,   48.17,   85.36,  371.20,   46.10,  585.00,   48.17,  199.80,    0.00,  398.00,   49.90,  940.00,   36.00,    2.23,  -11.50,   32.00
 15:21:21.227,   48.18,   48.17,   85.62,  371.20,   46.50,  586.00,   48.18,  199.80,    0.00,  399.00,   50.00,  940.00,   36.00,    2.23,  -11.50,   32.00
 15:21:21.777,   48.17,   48.18,   86.50,  371.30,   45.90,  588.00,   48.16,  199.80,    0.00,  399.00,   50.00,  940.00,   36.00,    2.23,  -11.50,   32.00
 15:21:22.330,   48.15,   48.16,   85.14,  371.00,   43.90,  591.00,   48.15,  199.80,    0.00,  400.00,   50.00,  940.00,   36.00,    2.23,  -11.50,   32.00
 15:21:22.885,   48.17,   48.17,   83.82,  371.10,   42.60,  590.00,   48.15,  199.80,    0.00,  400.00,   50.00,  940.00,   36.00,    2.23,  -11.50,   32.00
 15:21:23.441,   48.17,   48.17,   81.74,  371.10,   41.40,  588.00,   48.18,  199.80,    0.00,  399.00,   49.90,  940.00,   36.00,    2.23,  -11.50,   32.00
 15:21:23.997,   48.18,   48.18,   82.89,  371.10,   41.70,  586.00,   48.17,  199.80,    0.00,  399.00,   49.90,  940.00,   36.00,    2.23,  -11.50,   32.00
 15:21:24.554,   48.17,   48.18,   81.39,  371.00,   43.50,  585.00,   48.16,  199.80,    0.00,  398.00,   49.90,  940.00,   36.00,    2.23,  -11.50,   32.00
 15:21:25.114,   48.17,   48.17,   80.33,  371.00,   46.10,  584.00,   48.18,  199.80,    0.00,  397.00,   50.00,  940.00,   36.00,    2.23,  -11.50,   32.00
 15:21:25.677,   48.17,   48.16,   80.42,  371.00,   45.80,  583.00,   48.18,  199.80,    0.00,  398.00,   50.00,  940.00,   36.00,    2.23,  -11.50,   32.00
 15:21:26.240,   48.18,   48.18,   86.02,  371.30,   45.40,  586.00,   48.17,  199.80,    0.00,  400.00,   49.90,  940.00,   36.00,    2.23,  -11.50,   32.00
 15:21:26.806,   48.17,   48.17,   85.31,  371.20,   44.20,  590.00,   48.16,  199.80,    0.00,  400.00,   49.90,  940.00,   36.00,    2.23,  -11.50,   32.00
 15:21:27.371,   48.16,   48.17,   82.27,  371.00,   41.90,  590.00,   48.16,  199.80,    0.00,  400.00,   50.00,  940.00,   36.00,    2.23,  -11.50,   32.00
 15:21:27.936,   48.18,   48.18,   82.36,  371.20,   39.90,  589.00,   48.17,  199.80,    0.00,  400.00,   50.00,  940.00,   36.00,    2.23,  -11.50,   32.00
 15:21:28.506,   48.17,   48.16,   80.56,  371.00,   44.30,  585.00,   48.18,  199.80,    0.00,  398.00,   49.90,  940.00,   36.00,    2.23,  -11.50,   32.00
 15:21:29.076,   48.16,   48.17,   80.11,  370.90,   44.90,  585.00,   48.15,  199.80,    0.00,  398.00,   50.00,  940.00,   36.00,    2.23,  -11.50,   32.00
 15:21:29.645,   48.15,   48.15,   82.71,  371.00,   42.70,  586.00,   48.15,  199.80,    0.00,  400.00,   50.00,  940.00,   36.00,    2.23,  -11.50,   32.00
 15:21:30.214,   48.14,   48.15,   85.31,  370.90,   45.20,  590.00,   48.15,  199.80,    0.00,  400.00,   50.00,  940.00,   36.00,    2.23,  -11.50,   32.00
 15:21:30.785,   48.15,   48.15,   81.57,  370.90,   42.10,  591.00,   48.15,  199.80,    0.00,  400.00,   49.90,  940.00,   36.00,    2.23,  -11.50,   32.00
 15:21:31.358,   48.16,   48.16,   81.08,  370.90,   39.40,  588.00,   48.14,  199.80,    0.00,  400.00,   49.90,  940.00,   36.00,    2.23,  -11.50,   32.00
 15:21:31.929,   48.17,   48.17,   81.44,  371.00,   44.70,  585.00,   48.18,  199.80,    0.00,  398.00,   50.00,  940.00,   36.00,    2.23,  -11.50,   32.00
 15:21:32.503,   48.18,   48.18,   80.64,  371.20,   45.00,  582.00,   48.18,  199.80,    0.00,  398.00,   50.00,  940.00,   36.00,    2.23,  -11.50,   32.00
 15:21:33.077,   48.18,   48.18,   85.40,  371.20,   44.80,  584.00,   48.16,  199.80,    0.00,  399.00,   50.00,  940.00,   36.00,    2.23,  -11.50,   32.00
 15:21:33.651,   48.17,   48.17,   85.67,  371.20,   45.00,  589.00,   48.17,  199.80,    0.00,  398.00,   50.00,  940.00,   36.00,    2.23,  -11.50,   32.00
 15:21:34.230,   48.17,   48.18,   82.23,  371.10,   41.90,  588.00,   48.17,  199.80,    0.00,  400.00,   49.90,  940.00,   36.00,    2.23,  -11.50,   32.00
 15:21:34.809,   48.15,   48.15,   81.04,  370.80,   42.40,  587.00,   48.15,  199.80,    0.00,  400.00,   50.00,  940.00,   36.00,    2.23,  -11.50,   32.00
 15:21:35.391,   48.17,   48.17,   80.73,  371.10,   45.50,  584.00,   48.17,  199.80,    0.00,  399.00,   50.00,  940.00,   36.00,    2.23,  -11.50,   32.00
 15:21:35.972,   48.18,   48.19,   86.90,  371.40,   46.00,  584.00,   48.18,  199.80,    0.00,  399.00,   49.90,  940.00,   36.00,    2.23,  -11.50,   32.00
 15:21:36.554,   48.18,   48.18,   84.34,  371.20,   45.00,  591.00,   48.18,  199.80,    0.00,  399.00,   50.00,  940.00,   36.00,    2.23,  -11.50,   32.00
 15:21:37.141,   48.19,   48.18,   82.32,  371.10,   38.40,  588.00,   48.17,  199.80,    0.00,  399.00,   49.90,  940.00,   36.00,    2.23,  -11.50,   32.00
 15:21:37.727,   48.16,   48.16,   80.07,  370.90,   44.50,  588.00,   48.15,  199.80,    0.00,  399.00,   49.90,  940.00,   36.00,    2.23,  -11.50,   32.00
 15:21:38.311,   48.17,   48.17,   83.55,  371.20,   44.00,  585.00,   48.17,  199.80,    0.00,  399.00,   49.90,  940.00,   36.00,    2.23,  -11.50,   32.00
 15:21:38.899,   48.17,   48.16,   84.96,  371.10,   44.10,  591.00,   48.17,  199.80,    0.00,  400.00,   50.00,  940.00,   36.00,    2.23,  -11.50,   32.00
 15:21:39.488,   48.18,   48.18,   81.83,  371.20,   40.30,  588.00,   48.18,  199.80,    0.00,  400.00,   50.00,  940.00,   36.00,    2.23,  -11.50,   32.00
 15:21:40.077,   48.18,   48.18,   80.60,  371.00,   44.40,  587.00,   48.17,  199.80,    0.00,  399.00,   50.00,  940.00,   36.00,    2.23,  -11.50,   32.00
 15:21:40.666,   48.17,   48.17,   83.60,  371.20,   44.40,  583.00,   48.17,  199.80,    0.00,  399.00,   49.90,  940.00,   36.00,    2.23,  -11.50,   32.00
 15:21:41.260,   48.18,   48.17,   84.83,  371.10,   44.40,  591.00,   48.17,  199.80,    0.00,  399.00,   49.90,  940.00,   36.00,    2.23,  -11.50,   32.00
 15:21:42.138,   48.17,   48.17,   86.50,  371.10,   45.40,  586.00,   48.15,  199.80,    0.00,  399.00,   50.00,  940.00,   36.00,    2.23,  -11.50,   32.00
 15:21:48.612,   48.13,   48.14,   82.36,  370.90,   44.80,  585.00,   48.14,  199.80,    0.00,  399.00,   49.90,  940.00,   36.00,    2.23,  -11.50,   32.00
 15:21:49.079,   48.18,   48.18,   82.67,  371.20,   40.70,  587.00,   48.18,  199.80,    0.00,  399.00,   50.00,  940.00,   36.00,    2.23,  -11.50,   32.00
 15:21:49.564,   48.18,   48.18,   84.83,  371.20,   44.80,  591.00,   48.18,  199.80,    0.00,  399.00,   50.00,  940.00,   36.00,    2.23,  -11.50,   32.00
 15:21:50.133,   48.16,   48.16,   82.19,  371.00,   40.40,  589.00,   48.15,  199.80,    0.00,  400.00,   50.00,  940.00,   36.00,    2.23,  -11.50,   32.00
 15:21:50.731,   48.16,   48.16,   81.13,  371.00,   45.20,  585.00,   48.17,  199.80,    0.00,  398.00,   49.90,  940.00,   36.00,    2.23,  -11.50,   32.00
 15:21:51.332,   48.17,   48.17,   86.24,  371.20,   45.40,  585.00,   48.17,  199.80,    0.00,  399.00,   50.00,  940.00,   36.00,    2.23,  -11.50,   32.00
 15:21:51.934,   48.14,   48.14,   81.61,  370.90,   40.70,  588.00,   48.14,  199.80,    0.00,  400.00,   50.00,  940.00,   36.00,    2.23,  -11.50,   32.00
 15:21:52.538,   48.15,   48.14,   79.67,  370.80,   45.50,  584.00,   48.15,  199.80,    0.00,  398.00,   50.00,  940.00,   36.00,    2.23,  -11.50,   32.00
 15:21:53.141,   48.18,   48.18,   87.21,  371.30,   45.40,  587.00,   48.17,  199.80,    0.00,  399.00,   50.00,  940.00,   36.00,    2.23,  -11.50,   32.00
 15:21:53.746,   48.15,   48.15,   81.66,  371.00,   37.50,  588.00,   48.15,  199.80,    0.00,  399.00,   50.00,  940.00,   36.00,    2.23,  -11.50,   32.00
 15:21:54.352,   48.17,   48.18,   81.04,  371.10,   45.50,  584.00,   48.17,  199.80,    0.00,  399.00,   50.00,  940.00,   36.00,    2.23,  -11.50,   32.00
 15:21:54.956,   48.17,   48.17,   84.65,  371.10,   46.00,  591.00,   48.17,  199.80,    0.00,  399.00,   49.90,  940.00,   36.00,    2.23,  -11.50,   32.00
 15:21:55.565,   48.16,   48.16,   81.57,  370.90,   44.50,  587.00,   48.17,  199.80,    0.00,  399.00,   50.00,  940.00,   36.00,    2.23,  -11.50,   32.00
 15:21:56.198,   48.17,   48.17,   87.21,  371.20,   45.90,  586.00,   48.16,  199.80,    0.00,  399.00,   50.00,  940.00,   36.00,    2.23,  -11.50,   32.00
 15:21:56.864,   48.17,   48.17,   81.22,  370.90,   44.60,  585.00,   48.16,  199.80,    0.00,  398.00,   50.00,  940.00,   36.00,    2.23,  -11.50,   32.00
 15:21:57.494,   48.15,   48.15,   83.68,  371.00,   43.70,  591.00,   48.15,  199.80,    0.00,  400.00,   50.00,  940.00,   36.00,    2.23,  -11.50,   32.00
 15:21:58.145,   48.14,   48.14,   80.03,  370.80,   45.60,  584.00,   48.14,  199.80,    0.00,  399.00,   50.00,  940.00,   36.00,    2.23,  -11.50,   32.00
 15:21:58.760,   48.16,   48.15,   82.27,  371.00,   42.00,  590.00,   48.16,  199.80,    0.00,  400.00,   49.90,  940.00,   36.00,    2.23,  -11.50,   32.00
 15:22:05.884,   48.16,   48.15,   80.03,  370.90,   45.60,  584.00,   48.17,  199.80,    0.00,  398.00,   50.00,  940.00,   36.00,    2.23,  -11.50,   32.00
 15:22:07.012,   48.17,   48.17,   80.42,  371.00,   44.70,  587.00,   48.17,  199.80,    0.00,  399.00,   49.90,  940.00,   36.00,    2.23,  -11.50,   32.00
 15:22:07.720,   48.15,   48.15,   82.45,  371.00,   44.10,  584.00,   48.16,  199.80,    0.00,  399.00,   49.90,  940.00,   36.00,    2.23,  -11.50,   32.00
 15:22:08.248,   48.17,   48.18,   80.60,  371.10,   45.50,  583.00,   48.16,  199.80,    0.00,  398.00,   49.90,  940.00,   36.00,    2.23,  -11.50,   32.00
 15:22:08.864,   48.16,   48.16,   83.33,  371.10,   45.70,  591.00,   48.17,  199.80,    0.00,  399.00,   49.90,  940.00,   36.00,    2.23,  -11.50,   32.00
 15:22:09.482,   48.17,   48.17,   80.91,  370.90,   43.30,  587.00,   48.16,  199.80,    0.00,  399.00,   50.00,  940.00,   36.00,    2.23,  -11.50,   32.00
 15:22:10.375,   48.16,   48.16,   81.79,  370.90,   41.20,  588.00,   48.18,  199.80,    0.00,  399.00,   49.90,  940.00,   36.00,    2.23,  -11.50,   32.00
 15:22:11.266,   48.16,   48.16,   81.44,  371.00,   44.20,  585.00,   48.18,  199.80,    0.00,  399.00,   50.00,  940.00,   36.00,    2.23,  -11.50,   32.00
 15:22:11.889,   48.18,   48.18,   81.48,  371.20,   46.10,  585.00,   48.18,  199.80,    0.00,  398.00,   50.00,  940.00,   36.00,    2.23,  -11.50,   32.00
 15:22:12.543,   48.18,   48.18,   82.85,  371.20,   41.20,  589.00,   48.18,  199.80,    0.00,  400.00,   50.00,  940.00,   36.00,    2.23,  -11.50,   32.00
 15:22:13.188,   48.18,   48.18,   83.20,  371.20,   44.40,  585.00,   48.16,  199.80,    0.00,  399.00,   49.90,  940.00,   36.00,    2.23,  -11.50,   32.00
 15:22:13.822,   48.18,   48.18,   81.70,  371.20,   39.70,  589.00,   48.18,  199.80,    0.00,  400.00,   50.00,  940.00,   36.00,    2.23,  -11.50,   32.00
 15:22:14.454,   48.17,   48.17,   82.71,  371.20,   45.70,  584.00,   48.18,  199.80,    0.00,  399.00,   49.90,  940.00,   36.00,    2.23,  -11.50,   32.00
 15:22:15.081,   48.14,   48.14,   81.57,  370.90,   40.80,  591.00,   48.16,  199.80,    0.00,  400.00,   49.90,  940.00,   36.00,    2.23,  -11.50,   32.00
 15:22:15.709,   48.18,   48.18,   80.42,  371.10,   45.00,  584.00,   48.17,  199.80,    0.00,  399.00,   50.00,  940.00,   36.00,    2.23,  -11.50,   32.00
 15:22:16.339,   48.15,   48.15,   81.92,  370.90,   43.00,  591.00,   48.16,  199.80,    0.00,  400.00,   50.00,  940.00,   36.00,    2.23,  -11.50,   32.00
 15:22:16.967,   48.17,   48.17,   80.16,  371.10,   46.10,  587.00,   48.18,  199.80,    0.00,  399.00,   49.90,  940.00,   36.00,    2.23,  -11.50,   32.00
 15:22:17.597,   48.16,   48.16,   84.92,  371.10,   44.60,  592.00,   48.18,  199.80,    0.00,  399.00,   50.00,  940.00,   36.00,    2.23,  -11.50,   32.00
 15:22:18.230,   48.17,   48.17,   80.82,  371.10,   45.20,  587.00,   48.18,  199.80,    0.00,  398.00,   49.90,  940.00,   36.00,    2.23,  -11.50,   32.00
 15:22:18.860,   48.17,   48.18,   85.80,  371.20,   45.10,  588.00,   48.18,  199.80,    0.00,  399.00,   49.90,  940.00,   36.00,    2.23,  -11.50,   32.00
 15:22:19.493,   48.18,   48.18,   81.30,  371.10,   44.00,  586.00,   48.17,  199.80,    0.00,  399.00,   49.90,  940.00,   36.00,    2.23,  -11.50,   32.00
 15:22:20.126,   48.17,   48.17,   86.37,  371.10,   45.60,  587.00,   48.16,  199.80,    0.00,  399.00,   50.00,  940.00,   36.00,    2.23,  -11.50,   32.00
 15:22:20.765,   48.17,   48.17,   81.66,  371.00,   44.10,  585.00,   48.17,  199.80,    0.00,  399.00,   49.90,  940.00,   36.00,    2.23,  -11.50,   32.00
 15:22:21.403,   48.17,   48.18,   86.33,  371.20,   45.30,  587.00,   48.18,  199.80,    0.00,  399.00,   49.90,  940.00,   36.00,    2.23,  -11.50,   32.00
 15:22:22.041,   48.18,   48.18,   82.01,  371.00,   42.70,  587.00,   48.18,  199.80,    0.00,  399.00,   49.90,  940.00,   36.00,    2.23,  -11.50,   32.00
 15:22:22.677,   48.17,   48.18,   85.93,  371.20,   44.30,  584.00,   48.17,  199.80,    0.00,  399.00,   49.90,  940.00,   36.00,    2.23,  -11.50,   32.00
 15:22:23.321,   48.18,   48.18,   82.05,  371.10,   41.30,  587.00,   48.17,  199.80,    0.00,  399.00,   49.90,  940.00,   36.00,    2.23,  -11.50,   32.00
 15:22:23.957,   48.16,   48.16,   86.24,  371.10,   45.80,  585.00,   48.16,  199.80,    0.00,  399.00,   49.90,  940.00,   36.00,    2.23,  -11.50,   32.00
 15:22:24.597,   48.18,   48.18,   82.71,  371.10,   43.00,  587.00,   48.18,  199.80,    0.00,  399.00,   50.00,  940.00,   36.00,    2.23,  -11.50,   32.00
 15:22:25.242,   48.17,   48.17,   86.20,  371.10,   45.70,  586.00,   48.15,  199.80,    0.00,  400.00,   49.90,  940.00,   36.00,    2.23,  -11.50,   32.00
 15:22:25.886,   48.18,   48.18,   82.14,  371.10,   43.90,  584.00,   48.18,  199.80,    0.00,  398.00,   49.90,  940.00,   36.00,    2.23,  -11.50,   32.00
 15:22:26.530,   48.14,   48.14,   85.71,  370.90,   45.40,  588.00,   48.15,  199.80,    0.00,  399.00,   50.00,  940.00,   36.00,    2.23,  -11.50,   32.00
 15:22:27.180,   48.17,   48.16,   80.78,  371.00,   45.70,  586.00,   48.17,  199.80,    0.00,  398.00,   50.00,  940.00,   36.00,    2.23,  -11.50,   32.00
 15:22:27.824,   48.18,   48.18,   83.68,  371.20,   45.30,  592.00,   48.18,  199.80,    0.00,  399.00,   50.00,  940.00,   36.00,    2.23,  -11.50,   32.00
 15:22:28.474,   48.17,   48.17,   80.42,  371.00,   45.20,  585.00,   48.17,  199.80,    0.00,  398.00,   50.00,  941.00,   36.00,    2.23,  -11.50,   32.00
 15:22:29.124,   48.17,   48.17,   81.97,  371.10,   41.40,  591.00,   48.17,  199.80,    0.00,  400.00,   49.90,  941.00,   36.00,    2.23,  -11.50,   32.00
 15:22:29.774,   48.14,   48.14,   82.80,  370.90,   45.30,  585.00,   48.15,  199.80,    0.00,  399.00,   50.00,  941.00,   36.00,    2.23,  -11.50,   32.00
 15:22:30.425,   48.18,   48.18,   82.32,  371.10,   39.60,  588.00,   48.18,  199.80,    0.00,  400.00,   49.90,  941.00,   36.00,    2.23,  -11.50,   32.00
