Time,Frequency Reference,Output Frequency,Output Current,Output Power,Output Voltage,Minor Fault,Major Fault,During Run,Fault Output,Output Frequency After Soft-start,Over Run Error,Timeout,Fin Temperature,Cooling Fin Temperature,Cooling Fan Operation Time,Electric Power (kWh)
000:03:14.388,   48.08,   48.08,   86.37,   45.60,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:03:14.826,   48.09,   48.08,   81.66,   41.60,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:03:15.295,   48.08,   48.08,   85.27,   45.80,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:03:15.733,   48.08,   48.08,   80.82,   44.10,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:03:16.177,   48.09,   48.08,   84.65,   46.50,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:03:16.608,   48.09,   48.09,   80.60,   43.10,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:03:17.045,   48.08,   48.08,   86.11,   45.00,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:03:17.468,   48.09,   48.08,   82.23,   37.60,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:03:17.906,   48.08,   48.08,   82.71,   45.50,  370.60,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:03:18.345,   48.08,   48.08,   82.10,   40.70,  370.50,    0.00,    0.00,    1.00,    0.00,   48.09,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:03:18.783,   48.09,   48.09,   81.70,   45.20,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:03:19.210,   48.08,   48.08,   82.01,   43.40,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:03:19.680,   48.07,   48.07,   84.17,   44.50,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:03:20.115,   48.08,   48.08,   82.23,   39.90,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:03:20.580,   48.08,   48.08,   86.15,   46.20,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:03:21.035,   48.07,   48.08,   81.83,   40.40,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:03:21.471,   48.07,   48.08,   85.76,   46.10,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:03:21.903,   48.08,   48.08,   81.70,   40.80,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:03:22.326,   48.08,   48.08,   85.01,   44.40,  370.50,    0.00,    0.00,    1.00,    0.00,   48.07,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:03:22.781,   48.08,   48.08,   82.89,   39.00,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:03:23.204,   48.07,   48.08,   84.21,   44.20,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:03:23.661,   48.08,   48.08,   82.05,   40.00,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:03:24.099,   48.08,   48.08,   85.36,   45.00,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:03:24.533,   48.08,   48.08,   82.36,   39.90,  370.40,    0.00,    0.00,    1.00,    0.00,   48.09,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:03:24.972,   48.08,   48.08,   85.40,   44.10,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:03:25.411,   48.07,   48.07,   82.01,   39.50,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:03:25.849,   48.08,   48.08,   84.48,   43.80,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:03:26.293,   48.08,   48.08,   81.83,   38.90,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:03:26.731,   48.08,   48.08,   82.93,   45.30,  370.60,    0.00,    0.00,    1.00,    0.00,   48.09,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:03:27.185,   48.07,   48.08,   82.27,   37.50,  370.30,    0.00,    0.00,    1.00,    0.00,   48.07,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:03:27.630,   48.08,   48.08,   85.49,   43.80,  370.50,    0.00,    0.00,    1.00,    0.00,   48.09,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:03:28.068,   48.08,   48.08,   82.45,   39.60,  370.40,    0.00,    0.00,    1.00,    0.00,   48.07,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:03:28.506,   48.08,   48.08,   85.05,   44.00,  370.50,    0.00,    0.00,    1.00,    0.00,   48.07,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:03:28.943,   48.08,   48.08,   81.83,   38.50,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:03:29.374,   48.07,   48.07,   81.97,   45.20,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:03:29.813,   48.09,   48.08,   82.05,   40.60,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:03:30.268,   48.08,   48.08,   81.26,   45.30,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:03:30.707,   48.09,   48.09,   81.70,   42.40,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:03:31.145,   48.08,   48.08,   81.17,   46.00,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:03:31.585,   48.08,   48.08,   82.14,   42.60,  370.40,    0.00,    0.00,    1.00,    0.00,   48.07,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:03:32.026,   48.08,   48.08,   80.73,   45.70,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:03:32.478,   48.08,   48.08,   81.79,   41.90,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:03:32.917,   48.08,   48.08,   81.92,   45.10,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:03:33.373,   48.07,   48.08,   81.92,   40.60,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:03:33.822,   48.08,   48.08,   83.51,   44.60,  370.60,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:03:34.259,   48.08,   48.08,   82.19,   40.00,  370.40,    0.00,    0.00,    1.00,    0.00,   48.09,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:03:34.728,   48.08,   48.08,   86.06,   44.50,  370.50,    0.00,    0.00,    1.00,    0.00,   48.09,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:03:35.182,   48.08,   48.08,   81.17,   43.30,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:03:35.665,   48.08,   48.07,   81.39,   40.90,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:03:36.118,   48.08,   48.08,   81.57,   45.80,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:03:36.553,   48.08,   48.08,   81.83,   41.20,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:03:37.024,   48.08,   48.08,   83.86,   44.50,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:03:37.466,   48.08,   48.08,   82.41,   38.60,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:03:37.904,   48.08,   48.07,   84.61,   44.50,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:03:38.342,   48.08,   48.08,   81.97,   38.80,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:03:38.809,   48.08,   48.08,   85.93,   44.80,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:03:39.248,   48.08,   48.08,   81.48,   42.80,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:03:39.703,   48.08,   48.08,   86.15,   44.60,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:03:40.155,   48.08,   48.08,   80.86,   43.70,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:03:40.609,   48.08,   48.09,   85.09,   45.40,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:03:41.048,   48.08,   48.08,   79.81,   43.50,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:03:41.507,   48.08,   48.07,   83.95,   44.50,  370.40,    0.00,    0.00,    1.00,    0.00,   48.07,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:03:41.947,   48.08,   48.08,   79.67,   44.50,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  638.00
000:03:42.416,   48.08,   48.08,   82.49,   41.40,  370.40,    0.00,    0.00,    1.00,    0.00,   48.07,    0.00,    0.00,   34.00,   35.00, 1388.00,  639.00
000:03:42.854,   48.08,   48.08,   81.66,   45.80,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  639.00
000:03:43.325,   48.08,   48.08,   81.57,   40.90,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  639.00
000:03:43.761,   48.07,   48.07,   86.06,   44.40,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  639.00
000:03:44.230,   48.08,   48.08,   80.86,   43.40,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  639.00
000:03:44.684,   48.08,   48.08,   84.83,   45.20,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  639.00
000:03:45.122,   48.09,   48.08,   79.63,   44.10,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  639.00
000:03:45.579,   48.08,   48.08,   83.07,   44.40,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  639.00
000:03:46.035,   48.08,   48.08,   81.22,   45.30,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  639.00
000:03:46.721,   48.08,   48.08,   79.32,   44.30,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  639.00
000:03:47.175,   48.08,   48.08,   82.41,   43.00,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  639.00
000:03:47.629,   48.08,   48.08,   81.79,   45.00,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  639.00
000:03:48.114,   48.08,   48.08,   80.73,   43.70,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  639.00
000:03:48.587,   48.08,   48.08,   82.98,   45.30,  370.40,    0.00,    0.00,    1.00,    0.00,   48.07,    0.00,    0.00,   34.00,   35.00, 1388.00,  639.00
000:03:49.050,   48.08,   48.08,   82.19,   45.10,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  639.00
000:03:49.504,   48.09,   48.08,   82.05,   40.20,  370.40,    0.00,    0.00,    1.00,    0.00,   48.09,    0.00,    0.00,   34.00,   35.00, 1388.00,  639.00
000:03:49.956,   48.07,   48.08,   85.67,   44.80,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  639.00
000:03:50.409,   48.08,   48.08,   80.47,   43.60,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  639.00
000:03:50.879,   48.08,   48.08,   83.07,   44.10,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  639.00
000:03:51.333,   48.08,   48.08,   81.13,   45.40,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  639.00
000:03:51.800,   48.09,   48.08,   82.58,   39.50,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  639.00
000:03:52.253,   48.08,   48.08,   86.28,   45.00,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  639.00
000:03:52.707,   48.07,   48.07,   80.16,   43.90,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  639.00
000:03:53.172,   48.08,   48.08,   82.63,   43.10,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  639.00
000:03:53.639,   48.08,   48.08,   82.67,   45.10,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  639.00
000:03:54.109,   48.08,   48.08,   81.48,   42.60,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  639.00
000:03:54.563,   48.09,   48.08,   84.74,   44.80,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  639.00
000:03:55.035,   48.08,   48.08,   80.69,   45.40,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  639.00
000:03:55.488,   48.08,   48.08,   81.92,   39.90,  370.40,    0.00,    0.00,    1.00,    0.00,   48.07,    0.00,    0.00,   34.00,   35.00, 1388.00,  639.00
000:03:55.957,   48.08,   48.08,   85.49,   46.60,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  639.00
000:03:56.427,   48.08,   48.08,   80.64,   44.70,  370.40,    0.00,    0.00,    1.00,    0.00,   48.09,    0.00,    0.00,   34.00,   35.00, 1388.00,  639.00
000:03:56.883,   48.08,   48.08,   81.97,   39.60,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  639.00
000:03:57.370,   48.07,   48.07,   84.92,   46.60,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  639.00
000:03:57.820,   48.08,   48.08,   79.41,   44.30,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  639.00
000:03:58.290,   48.08,   48.08,   82.10,   40.40,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  639.00
000:03:58.745,   48.08,   48.08,   84.30,   44.60,  370.40,    0.00,    0.00,    1.00,    0.00,   48.07,    0.00,    0.00,   34.00,   35.00, 1388.00,  639.00
000:03:59.203,   48.07,   48.07,   80.86,   42.80,  370.30,    0.00,    0.00,    1.00,    0.00,   48.07,    0.00,    0.00,   34.00,   35.00, 1388.00,  639.00
000:03:59.683,   48.08,   48.08,   82.54,   43.30,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  639.00
000:04:00.152,   48.08,   48.08,   82.63,   45.70,  370.60,    0.00,    0.00,    1.00,    0.00,   48.09,    0.00,    0.00,   34.00,   35.00, 1388.00,  639.00
000:04:00.626,   48.08,   48.08,   80.33,   43.40,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  639.00
000:04:01.094,   48.08,   48.08,   83.20,   43.50,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  639.00
000:04:01.561,   48.08,   48.08,   82.98,   44.70,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  639.00
000:04:02.011,   48.08,   48.08,   81.88,   41.50,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  639.00
000:04:02.487,   48.08,   48.08,   84.12,   44.40,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  639.00
000:04:02.935,   48.08,   48.08,   80.78,   45.20,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  639.00
000:04:03.404,   48.08,   48.08,   82.71,   39.70,  370.30,    0.00,    0.00,    1.00,    0.00,   48.07,    0.00,    0.00,   34.00,   35.00, 1388.00,  639.00
000:04:03.890,   48.08,   48.08,   84.70,   45.60,  370.50,    0.00,    0.00,    1.00,    0.00,   48.07,    0.00,    0.00,   34.00,   35.00, 1388.00,  639.00
000:04:04.359,   48.07,   48.07,   80.86,   44.90,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  639.00
000:04:04.830,   48.08,   48.08,   81.74,   41.60,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  639.00
000:04:05.285,   48.08,   48.08,   85.14,   45.70,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  639.00
000:04:05.771,   48.07,   48.08,   82.54,   45.70,  370.50,    0.00,    0.00,    1.00,    0.00,   48.07,    0.00,    0.00,   34.00,   35.00, 1388.00,  639.00
000:04:06.228,   48.07,   48.07,   81.17,   41.70,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  639.00
000:04:06.699,   48.07,   48.07,   83.86,   43.90,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  639.00
000:04:07.169,   48.08,   48.08,   83.29,   45.20,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  639.00
000:04:07.639,   48.08,   48.08,   81.52,   42.00,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  639.00
000:04:08.109,   48.08,   48.08,   83.07,   43.70,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  639.00
000:04:08.581,   48.08,   48.08,   83.55,   45.20,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  639.00
000:04:09.064,   48.08,   48.08,   80.29,   43.60,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  639.00
000:04:09.565,   48.08,   48.08,   81.26,   41.80,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  639.00
000:04:10.034,   48.07,   48.07,   83.29,   44.10,  370.40,    0.00,    0.00,    1.00,    0.00,   48.07,    0.00,    0.00,   34.00,   35.00, 1388.00,  639.00
000:04:10.518,   48.08,   48.08,   83.38,   44.30,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  639.00
000:04:10.973,   48.08,   48.08,   80.56,   43.70,  370.30,    0.00,    0.00,    1.00,    0.00,   48.07,    0.00,    0.00,   34.00,   35.00, 1388.00,  639.00
000:04:11.472,   48.08,   48.08,   81.52,   39.80,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  639.00
000:04:11.957,   48.07,   48.07,   84.48,   44.90,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  639.00
000:04:12.426,   48.08,   48.08,   82.98,   45.20,  370.50,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  639.00
000:04:12.910,   48.08,   48.08,   80.56,   43.80,  370.30,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  639.00
000:04:13.380,   48.07,   48.08,   82.27,   40.60,  370.40,    0.00,    0.00,    1.00,    0.00,   48.08,    0.00,    0.00,   34.00,   35.00, 1388.00,  639.00
